site_catid,site_name,street_addr,city_name,zipcode,stateid,cntyid,siteid,horiz_datum,lat,long,horiz_method_code,horiz_accuracy,horiz_scale,elev_measure,elev_method_code,elev_datum,elev_accuracy,timezone,uarid,aqcrid,landuse,setting,census_tract,block,established,terminated
27-053-1909,Bottineau / Marshall Terrace,2522 Marshall St. NE,,55418,27,53,1909,WGS84,45.0136110009432,-93.272049,103,1,,253,8,MEAN SEA-LEVEL,1,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,100500,2005,2017-01-01,
27-053-2006,St. Louis Park City Hall,5005 Minnetonka Blvd.,St. Louis Park,55416,27,53,2006,WGS84,44.9480500009432,-93.34315,27,0,0,272,,UNKNOWN,0,CENTRAL,5120,131,RESIDENTIAL,SUBURBAN,2280,1008,1972-01-01,
27-053-5501,Minnesota International Middle Charter School,277 12th Ave N,Minneapolis,55401,27,53,5501,WGS84,44.9903980009432,-93.282245,104,10,1,0,8,NAVD88,10,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,350,1007,2009-07-27,
27-057-6300,,HIGHWAY 2 - EAST OF BEMIDJI,,,27,57,6300,WGS84,47.384953453,-94.746382661,27,0,0,413,,UNKNOWN,0,CENTRAL,0,132,INDUSTRIAL,RURAL,,,1989-01-16,
27-061-0007,,COHASSET,,,27,61,7,WGS84,47.267167298,-93.622159115,27,0,0,403,,UNKNOWN,0,CENTRAL,0,129,RESIDENTIAL,RURAL,,,1984-01-01,
27-061-0008,,SWAN LAKE,,,27,61,8,WGS84,47.330492832,-93.188254863,27,0,0,410,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1984-01-01,
27-061-0009,,LITTLE SWEDEN,,,27,61,9,WGS84,47.415212982,-93.154083702,27,0,0,460,,UNKNOWN,0,CENTRAL,0,129,AGRICULTURAL,RURAL,,,1984-01-01,
27-061-0010,,SE OF GRAND RAPIDS,,,27,61,10,WGS84,47.200221587,-93.472991929,27,0,0,408,,UNKNOWN,0,CENTRAL,0,129,AGRICULTURAL,RURAL,,,1984-01-01,
27-061-0011,,HART LAKE,,,27,61,11,WGS84,47.271881492,-93.152144186,27,0,0,408,,UNKNOWN,0,CENTRAL,0,129,AGRICULTURAL,RURAL,,,1984-01-01,
27-061-0012,,MARBLE,,,27,61,12,WGS84,47.320494437,-93.299369372,27,0,0,442,,UNKNOWN,0,CENTRAL,0,129,COMMERCIAL,URBAN AND CENTER CITY,,,1984-01-01,
27-061-1105,Itaska County Courthouse,123 NE 4TH ST.,Grand Rapids,,27,61,1105,WGS84,47.236698543,-93.526411074,12,1.52,0,0,,UNKNOWN,0,CENTRAL,2240,129,COMMERCIAL,URBAN AND CENTER CITY,,,2000-10-03,
27-061-6234,,127 1/2 1st Ave W,Keewatin,55769,27,61,6234,WGS84,47.3968889971551,-93.0756249998256,103,1,,448.847,8,MEAN SEA-LEVEL,1.1,CENTRAL,,129,COMMERCIAL,SUBURBAN,980500,2034,2010-01-01,
27-067-4110,Willmar,201 SOUTHEAST WILMAR AVE.,Willmar,,27,67,4110,WGS84,45.112271005,-95.040357404,12,1.52,0,0,,UNKNOWN,0,CENTRAL,,133,COMMERCIAL,URBAN AND CENTER CITY,,,2000-10-03,
27-067-4415,7231 HIGHWAY 23 SW,7231 HIGHWAY 23,,56282,27,67,4415,WGS84,45.0672800009432,-95.142353,12,1.52,0,0,,UNKNOWN,0,CENTRAL,,133,AGRICULTURAL,RURAL,98060,3066,2000-11-10,
27-071-0012,,4TH AVE. & 2ND STREET,International Falls,,27,71,12,WGS84,48.605952655,-93.403024678,27,0,0,343,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1986-01-01,
27-071-0101,,VOYAGEURS NP,,,27,71,101,WGS84,48.587703492,-93.17292223,27,0,0,343,,UNKNOWN,0,CENTRAL,0,129,FOREST,RURAL,,,1986-11-01,
27-071-1240,LOCATED IN PENTHOUSE ATOP CUSTOMS BUILDING,2 SECOND AVE,International Falls,,27,71,1240,WGS84,48.605215615,-93.402370686,18,21.56,24000,0,,UNKNOWN,0,CENTRAL,5120,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1994-08-04,
27-071-1241,"MPCA SITE 1241, AIR TOXICS SITE","INTERNATIONAL FALLS, KOOCHICHING COUNTY",International Falls,,27,71,1241,WGS84,48.605215824,-93.40653781,18,273.27,500000,0,,UNKNOWN,0,CENTRAL,0,129,RESIDENTIAL,URBAN AND CENTER CITY,,,1996-09-01,
27-075-0005,Boundary Waters,Fernberg Road,,,27,75,5,WGS84,47.948622,-91.495574,27,0,0,528,,UNKNOWN,0,CENTRAL,,129,FOREST,RURAL,,,1977-01-01,
27-075-0017,,FERNBERG RD. 18 MILES NE OF ELY,,,27,75,17,WGS84,47.946284744,-91.496232974,27,0,0,528,,UNKNOWN,0,CENTRAL,0,129,UNKNOWN,RURAL,,,1982-01-01,
27-075-1006,,BEAVER BAY SIGN 8 MI FROM C R 4,,55614,27,75,1006,WGS84,47.268815,-91.284471,27,0,0,0,,UNKNOWN,0,CENTRAL,,129,RESIDENTIAL,RURAL,970300,3058,1969-01-01,
27-075-1009,,1/2 MILE FROM PELLETIZER,Silver Bay,55614,27,75,1009,WGS84,47.294316,-91.259031,27,0,0,229,,UNKNOWN,0,CENTRAL,,129,INDUSTRIAL,SUBURBAN,970300,3018,1972-01-01,
27-075-2001,,BETWEEN 4TH & 5TH STS ON SOUTH AVENUE,Two Harbors,,27,75,2001,WGS84,47.019100457,-91.667398718,27,0,0,197,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,SUBURBAN,,,1977-01-01,
27-075-2002,,TWO HARBORS CEMETERY,Two Harbors,,27,75,2002,WGS84,47.023544438,-91.686287484,27,0,0,0,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1977-01-01,
27-075-7608,MPCA SITE 7608,"45 BANKS BOULEVARD, SILVERBAY MN 55614",Silver Bay,,27,75,7608,WGS84,47.296309352,-91.264330883,12,1.52,0,0,,UNKNOWN,0,CENTRAL,5120,129,RESIDENTIAL,URBAN AND CENTER CITY,,,1999-10-01,
27-075-7630,,MILE POST 1 PIPELINE ROAD CNM#5,Silver Bay,,27,75,7630,WGS84,47.286864858,-91.267108255,27,0,0,0,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1990-01-01,
27-075-7631,,RADIO TOWER HILL CNM#6,Silver Bay,,27,75,7631,WGS84,47.291864595,-91.266275069,27,0,0,0,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1990-01-01,
27-075-7632,,MINNESOTA POWER SUBSTATION CNM#7,Silver Bay,,27,75,7632,WGS84,47.291309631,-91.267386107,27,0,0,0,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1990-01-01,
27-075-7635,,MILE POST 2 ON PIPELINE ROAD CNM#11,Silver Bay,,27,75,7635,WGS84,47.284364985,-91.266831336,27,0,0,0,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1990-01-01,
27-075-7640,North Shore Mining Industrial Site NM19; replaces NM10,99 Beach Dr,Silver Bay,55614,27,75,7640,WGS84,47.2743896364122,-91.2748634417837,103,5,,200,8,MEAN SEA-LEVEL,5,CENTRAL,,129,INDUSTRIAL,RURAL,970300,3039,2012-01-01,
27-075-7641,Silver Bay Drinking Water Plant - South Sampler,Silver Bay Drinking Water Plant,Silver Bay,55614,27,75,7641,WGS84,47.300788,-91.242719,103,5,,199.644,14,MEAN SEA-LEVEL,5,CENTRAL,,129,COMMERCIAL,RURAL,970300,3116,2010-01-01,
27-075-7714,,PAUL VAN HOVEN PARK - TWO HARBORS,Two Harbors,,27,75,7714,WGS84,47.01665,-91.666804,15,500,24000,602,14,MEAN SEA-LEVEL,500,CENTRAL,0,129,COMMERCIAL,URBAN AND CENTER CITY,,,2003-01-01,
27-075-9000,,Boundary Waters Canoe Area,,161,27,75,9000,WGS84,47.9465978306343,-91.495662954701,18,5,10000,527,1,NAVD88,5,CENTRAL,,129,FOREST,RURAL,97010,1164,1991-08-14,
27-083-4210,Southwest Minnesota Regional Airport,WEST HIGHWAY 19,Marshall,56258,27,83,4210,WGS84,44.4438000009431,-95.81789,12,1.52,0,361,,UNKNOWN,1,CENTRAL,,133,AGRICULTURAL,RURAL,96030,4004,2004-10-13,
27-087-0001,,"CHIPPEWA RANCH,STAR ROUTE,MAHNOMEN",,,27,87,1,WGS84,47.325792489,-95.695030424,27,0,0,442,,UNKNOWN,0,CENTRAL,0,132,AGRICULTURAL,RURAL,,,1984-01-01,
27-095-3051,Mille Lacs Band,16687 Shaw-Bosh-Kung Drive,Onamia,56359,27,95,3051,WGS84,46.2053000009423,-93.75945,15,9.11,0,393,3,MEAN SEA-LEVEL,5,CENTRAL,,127,FOREST,RURAL,97020,1015,1997-06-17,
27-097-3049,AIR TOXICS MONITOR,"LITTLE FALLS, MORRISON COUNTY, MN",Little Falls,,27,97,3049,WGS84,45.971126643,-94.347480561,15,6.84,0,0,,UNKNOWN,0,CENTRAL,0,132,RESIDENTIAL,URBAN AND CENTER CITY,,,1996-09-01,
27-103-5109,North Mankato,1909 HOWARD DR. N.,North Mankato,,27,103,5109,WGS84,44.183761378,-94.039819322,12,1.52,0,0,,UNKNOWN,0,CENTRAL,5120,128,RESIDENTIAL,URBAN AND CENTER CITY,,,2000-10-01,2001-10-01
27-109-0023,,415 4TH ST SE,Rochester,,27,109,23,WGS84,44.023497938,-92.456809365,27,0,0,311,,UNKNOWN,0,CENTRAL,6820,128,COMMERCIAL,URBAN AND CENTER CITY,,,1980-07-26,
27-109-0024,,"WELL HOUSE #20, 323 FOURTH ST SE",Rochester,,27,109,24,WGS84,44.01965589,-92.457443295,27,0,0,306,,UNKNOWN,0,CENTRAL,0,128,INDUSTRIAL,URBAN AND CENTER CITY,,,1984-01-01,
27-109-5008,Ben Franklin School,1801 9th Ave. SE,Rochester,,27,109,5008,WGS84,43.996908,-92.450366,15,2.06,0,0,,UNKNOWN,0,CENTRAL,6820,128,RESIDENTIAL,SUBURBAN,,,1997-09-25,
27-111-2005,1997/1998 MN AIR TOXICS SITE,112 W WASHINGTON PO BOX 866 FERGUS FALLS,Fergus Falls,,27,111,2005,WGS84,46.281348626,-96.074224817,18,141.04,500000,0,,UNKNOWN,0,CENTRAL,0,132,RESIDENTIAL,URBAN AND CENTER CITY,,,1997-09-25,
27-111-2012,PRAIRIE WINDS MIDDLE SCHOOL,"480 CONEY STREET, PERHAM, MN 56573",,,27,111,2012,WGS84,46.586903794,-95.584208734,12,1.52,0,0,,UNKNOWN,0,CENTRAL,0,132,RESIDENTIAL,SUBURBAN,,,1999-10-01,
27-115-1400,MPCA SITE 1400,RR#1 BOX 288 SANDSTONE MN. 55072,,,27,115,1400,WGS84,46.121338025,-92.99992652,12,1.21,0,0,,UNKNOWN,0,CENTRAL,0,127,AGRICULTURAL,RURAL,,,1996-09-06,
27-115-3100,Hinckley Casino,777 LADY LUCK ROAD HINCKLEY MN. 55037,,,27,115,3100,WGS84,46.009951729,-92.899091746,15,1.52,0,0,,UNKNOWN,0,CENTRAL,,127,COMMERCIAL,RURAL,,,1999-07-22,
27-117-4002,MPCA SITE 4002 AIR TOXICS STUDY,"PIPESTONE, PIPESTONE COUNTY",Pipestone,,27,117,4002,WGS84,43.997422459,-96.32009906,15,8.13,0,0,,UNKNOWN,0,CENTRAL,0,133,RESIDENTIAL,URBAN AND CENTER CITY,,,1996-09-01,
27-123-0001,,LARPENTEUR & CLEVELAND,Falcon Heights,,27,123,1,WGS84,44.990521577,-93.186611548,27,0,0,299,,UNKNOWN,0,CENTRAL,5120,131,RESIDENTIAL,SUBURBAN,,,1986-01-01,
27-123-0017,Holman Field,HOLMAN FIELD,St. Paul,,27,123,17,WGS84,44.944134,-93.065125,27,0,0,226,,UNKNOWN,0,CENTRAL,5120,131,INDUSTRIAL,SUBURBAN,,,1966-01-01,2007-01-01
27-123-0021,Ross Avenue,1038 ROSS AVENUE,St. Paul,55106,27,123,21,WGS84,44.9655500009432,-93.05684,27,0,0,287,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,3170,5003,1966-01-01,2007-12-31
27-123-0041,,"COMMONWEALTH TERRACE, 1250 FIFIELD",St. Paul,,27,123,41,WGS84,44.979965568,-93.18272226,27,0,0,276,,UNKNOWN,0,CENTRAL,0,131,INDUSTRIAL,SUBURBAN,,,1980-08-31,
27-123-0042,,1569 UNIVERSITY AVE.,St. Paul,,27,123,42,WGS84,44.955798569,-93.166332339,27,0,0,283,,UNKNOWN,0,CENTRAL,0,131,MOBILE,URBAN AND CENTER CITY,,,1981-01-01,
27-123-0043,,1549 UNIVERSITY AVENUE,St. Paul,,27,123,43,WGS84,44.956076569,-93.166332343,27,0,0,283,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,SUBURBAN,,,1982-01-01,
27-123-0044,University and Snelling,1549 UNIVERSITY AVENUE,St. Paul,55104,27,123,44,WGS84,44.9557990009432,-93.16661,27,0,0,284,8,MEAN SEA-LEVEL,5,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,32100,2019,1983-01-01,
27-123-0045,,1549 UNIVERSITY AVENUE,St. Paul,,27,123,45,WGS84,44.955798568,-93.166888358,27,0,0,283,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,,,1983-01-01,
27-123-0046,,2650 UNIVERSITY AVENUE,St. Paul,,27,123,46,WGS84,44.966909531,-93.206889898,27,0,0,259,,UNKNOWN,0,CENTRAL,0,131,INDUSTRIAL,URBAN AND CENTER CITY,,,1983-01-01,
27-123-0047,,1303 RED ROCK ROAD,St. Paul,,27,123,47,WGS84,44.902466064,-93.019382369,27,0,0,215,,UNKNOWN,0,CENTRAL,5120,131,INDUSTRIAL,SUBURBAN,,,1986-01-01,
27-123-0049,,2145 WEST UNIVERSITY AVE.,St. Paul,,27,123,49,WGS84,44.960521543,-93.188278165,27,0,0,265,,UNKNOWN,0,CENTRAL,0,131,COMMERCIAL,URBAN AND CENTER CITY,,,1987-01-01,
27-123-0050,Lexington Avenue,1088 WEST UNIVERSITY AVE.,St. Paul,55104,27,123,50,WGS84,44.9558000009432,-93.14585,27,0,0,286,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,3250,3015,1987-01-01,
27-123-0051,,117 WEST UNIVERSITY AVE.,St. Paul,,27,123,51,WGS84,44.955798655,-93.105775249,27,0,0,263,,UNKNOWN,0,CENTRAL,0,131,COMMERCIAL,URBAN AND CENTER CITY,,,1987-01-01,
27-123-0052,,LARPENTEUR & SNELLING AVE.,St. Paul,,27,123,52,WGS84,44.99135458,-93.16605486,27,0,0,291,,UNKNOWN,0,CENTRAL,0,131,COMMERCIAL,URBAN AND CENTER CITY,,,1987-01-01,
27-123-0818,Hollman Field,719 Eaton Street,St. Paul,55107,27,123,818,WGS84,44.926753,-93.059292,103,1,,216,8,MEAN SEA-LEVEL,1,CENTRAL,5120,131,INDUSTRIAL,URBAN AND CENTER CITY,36100,1000,2016-01-01,
27-123-0864,Larpenteur Avenue,2077 WEST LARPENTEUR AVENUE,Falcon Heights,,27,123,864,WGS84,44.991909579,-93.183278454,27,0,0,305,,UNKNOWN,0,CENTRAL,5120,131,RESIDENTIAL,SUBURBAN,,,1989-10-01,
27-123-0865,Science Museum of Minnesota,TENTH STREET & WABASHA AVENUE,St. Paul,,27,123,865,WGS84,44.950243678,-93.098551912,18,30.36,24000,244,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,,,1993-05-26,
27-123-0866,Red Rock Road,1450 RED ROCK ROAD,St. Paul,55119,27,123,866,WGS84,44.8992600009432,-93.017080000000007,12,19.26,0,232,,UNKNOWN,0,CENTRAL,5120,131,INDUSTRIAL,SUBURBAN,3740,1020,1995-12-19,
27-123-0867,TOP OF 400 E. UNIVERSITY ACROSS FROM ASHBOCK SAND/GRAV & KAPLAN RECY,"400 E. UNIVERSITY AVE., ST. PAUL, MN",St. Paul,,27,123,867,WGS84,44.957465678,-93.086885624,12,1.06,0,0,,UNKNOWN,0,CENTRAL,5120,131,INDUSTRIAL,URBAN AND CENTER CITY,,,1996-07-17,
27-123-0868,Ramsey Health Center,555 CEDAR STREET,St. Paul,55101,27,123,868,WGS84,44.9507200009432,-93.09827,15,3.25,0,251,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,3420,3017,1998-02-17,
27-123-0870,LOCATED ON ROOF OF DNR SOUTHERN DISTRICT SERVICE CENTER,"1200 WARNER RD ST PAUL, MN 55106",St. Paul,,27,123,870,WGS84,44.943918784,-93.05030914,15,8.9,0,0,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,SUBURBAN,,,1998-05-05,
27-123-0871,Harding High School,1540 EAST 6TH STREET,St. Paul,55106,27,123,871,WGS84,44.9593900009432,-93.03587,12,1.52,0,296,,UNKNOWN,0,CENTRAL,5120,131,RESIDENTIAL,SUBURBAN,3460,1018,1998-10-02,
27-123-0872,Randolph Heights Elementary School,"348 HAMLINE AVE S, ST. PAUL, MN",St. Paul,,27,123,872,WGS84,44.931072585,-93.156252619,12,1.52,0,240,,UNKNOWN,0,CENTRAL,5120,131,RESIDENTIAL,URBAN AND CENTER CITY,,,1999-04-12,2003-12-31
27-123-0873,BATTLE CREEK MIDDLE SCHOOL  HAPS SPECIAL STUDY  MPCA SITE 0873,"2121 N. PARK DRIVE, ST. PAUL",St. Paul,,27,123,873,WGS84,44.94496585,-93.012159836,12,1.52,0,0,,UNKNOWN,0,CENTRAL,5120,131,RESIDENTIAL,SUBURBAN,,,1999-04-03,
27-123-0874,Gopher Ethanol,340 COLBORNE ST.,St. Paul,,27,123,874,WGS84,44.932555,-93.119326,12,1.52,0,0,,UNKNOWN,1,CENTRAL,5120,131,INDUSTRIAL,URBAN AND CENTER CITY,,,2004-06-01,2004-11-23
27-123-1003,Vandalia Street,2179 UNIVERSITY AVENUE,St. Paul,55114,27,123,1003,WGS84,44.9613300009432,-93.19019,27,0,0,299,,UNKNOWN,0,CENTRAL,5120,131,COMMERCIAL,URBAN AND CENTER CITY,3190,1033,1965-01-01,
27-123-1902,Thomas-Dale Neighborhood,533 North Dale Street,St. Paul,55104,27,123,1902,WGS84,44.957263,-93.126951,103,1,,271,8,MEAN SEA-LEVEL,1,CENTRAL,5120,131,RESIDENTIAL,URBAN AND CENTER CITY,32500,1007,2014-01-01,
27-123-1903,West Side Neighborhood,401 Concord St.,St. Paul,55107,27,123,1903,WGS84,44.927318,-93.067534,103,1,,217,8,MEAN SEA-LEVEL,1,CENTRAL,5120,131,RESIDENTIAL,URBAN AND CENTER CITY,36100,1019,2014-04-01,
27-123-1907,Payne-Phalen Neighborhood,409 Case Ave E,St. Paul,55155,27,123,1907,WGS84,44.971539,-93.082984,103,1,,266,8,MEAN SEA-LEVEL,1,CENTRAL,5120,131,RESIDENTIAL,URBAN AND CENTER CITY,30900,3024,2015-04-01,
27-123-1908,South St. Anthony Park,2265 Robbins Street,St. Paul,55114,27,123,1908,WGS84,44.973096,-93.199879,103,1,,273,8,MEAN SEA-LEVEL,1,CENTRAL,5120,131,RESIDENTIAL,URBAN AND CENTER CITY,31900,2014,2016-01-01,
27-129-4401,MPCA SITE 4401 & 4402,"RURAL ROUTE 1 OLIVIA, MN",,,27,129,4401,WGS84,44.659066019,-94.951405762,15,1.2,15840,0,,UNKNOWN,0,CENTRAL,0,133,AGRICULTURAL,RURAL,,,1996-10-16,
27-133-9000,Blue Mounds,Blue Mounds,,56156,27,133,9000,WGS84,43.7157901209194,-96.1916128158856,18,5,10000,473,1,NAVD88,5,CENTRAL,,133,FOREST,RURAL,97010,2142,2002-01-01,
27-133-9901,,Unavailable,,,27,133,9901,WGS84,43.633299572,-96.216977194,5,2e3,24000,438.41,,UNKNOWN,1e5,CENTRAL,0,133,AGRICULTURAL,RURAL,,,2003-11-01,
27-135-2401,MPCA 2401 1997/1998 AIR TOXICS SITE,"510 CEDAR AVE WARROAD, MN 56763",,,27,135,2401,WGS84,48.911655135,-95.328293919,15,15.18,0,0,,UNKNOWN,0,CENTRAL,0,132,COMMERCIAL,SUBURBAN,,,1997-09-25,
27-137-0002,,J WM BRYANT SCHOOL,Babbitt,,27,137,2,WGS84,47.708805626,-91.940435964,27,0,0,456,,UNKNOWN,0,CENTRAL,0,129,RESIDENTIAL,SUBURBAN,,,1981-11-06,
27-137-0018,Torrey Building,314 W. Superior St.,Duluth,55802,27,137,18,WGS84,46.7836200009413,-92.10251,27,0,0,188,,UNKNOWN,0,CENTRAL,2240,129,COMMERCIAL,URBAN AND CENTER CITY,190,2024,1976-01-01,
27-137-0024,,19TH AVENUE E & COLLEGE ST-UMD,Duluth,,27,137,24,WGS84,46.815772044,-92.091855959,27,0,0,347,,UNKNOWN,0,CENTRAL,2240,129,RESIDENTIAL,URBAN AND CENTER CITY,,,1980-06-26,
27-137-0025,,37TH AVE. W. AND ONEOTA,Duluth,,27,137,25,WGS84,46.751607686,-92.139912758,27,0,0,194,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1980-07-14,
27-137-0028,,1467 88TH AVENUE W.,Duluth,,27,137,28,WGS84,46.685497396,-92.210470254,27,0,0,210,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,SUBURBAN,,,1981-06-03,
27-137-0030,,"37TH ACE W & ST. LOUIS BAY, ITALLET DUCK",Duluth,,27,137,30,WGS84,46.749107717,-92.139912799,27,0,0,189,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1984-01-01,
27-137-0031,,"MINN. GRAIN INSPECTION BLDG., 716 GARFIE",Duluth,,27,137,31,WGS84,46.757718257,-92.110468337,27,0,0,184,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,SUBURBAN,,,1985-01-01,
27-137-0032,Oneota Street,37th Ave W. & Oneota St.,Duluth,55807,27,137,32,WGS84,46.7515400009414,-92.14127,27,0,0,193,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,320,1023,1985-01-01,
27-137-0033,,300 CENTRAL AVENUE SOUTH,Duluth,,27,137,33,WGS84,46.730219279,-92.192691545,27,0,0,193,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,SUBURBAN,,,1986-01-01,
27-137-0034,Voyageurs,VOYAGEURS NATIONAL PARK,,55771,27,137,34,WGS84,48.41252,-92.829225,103,5,,427,1,MEAN SEA-LEVEL,10,CENTRAL,,129,FOREST,RURAL,15500,1011,1988-03-02,
27-137-1004,,"6 TH WEST & 31ST STREET, AINSLEY RES.",Hibbing,,27,137,1004,WGS84,47.414376752,-92.948522425,27,0,0,466,,UNKNOWN,0,CENTRAL,0,129,RESIDENTIAL,SUBURBAN,,,1984-01-01,
27-137-1011,,"UMD RESEARCH STATION, JEAN DULUTH ROAD",,,27,137,1011,WGS84,46.868548696,-92.050187368,27,0,0,366,,UNKNOWN,0,CENTRAL,0,129,AGRICULTURAL,RURAL,,,1981-01-01,
27-137-1013,,SILICA,,,27,137,1013,WGS84,47.260492538,-93.025197369,27,0,0,411,,UNKNOWN,0,CENTRAL,0,129,AGRICULTURAL,RURAL,,,1984-01-01,
27-137-1014,,KELLY LAKE,,,27,137,1014,WGS84,47.409933342,-93.008247044,27,0,0,460,,UNKNOWN,0,CENTRAL,0,129,RESIDENTIAL,SUBURBAN,,,1984-01-01,
27-137-1015,,BUHL,,,27,137,1015,WGS84,47.487151501,-92.791849705,27,0,0,442,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1984-01-01,
27-137-1017,,HIGHWAY 73,,,27,137,1017,WGS84,47.36049026,-93.000192782,27,0,0,459,,UNKNOWN,0,CENTRAL,0,129,AGRICULTURAL,RURAL,,,1984-01-01,
27-137-6219,,13TH STREET & 1ST AVENUE,Hibbing,,27,137,6219,WGS84,47.434099255,-92.941855479,27,0,0,469,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,SUBURBAN,,,1988-08-01,
27-137-6317,,"STAR ROUTE BOX 600, BROOKSTON",,,27,137,6317,WGS84,46.855221674,-92.711584759,27,0,0,424,,UNKNOWN,0,CENTRAL,0,129,AGRICULTURAL,RURAL,,,1989-02-10,
27-137-7001,Virginia City Hall,327 First St. S.,Virginia,55792,27,137,7001,WGS84,47.5233550009394,-92.536305,27,0,0,455,3,MEAN SEA-LEVEL,5,CENTRAL,,129,COMMERCIAL,URBAN AND CENTER CITY,13100,2008,1968-01-01,
27-137-7014,1997/1998 MN AIR TOXICS SITE,23RD ST & 12TH AVE HIBBING MN 55746,Hibbing,,27,137,7014,WGS84,47.423821365,-92.926855531,18,30.36,500000,0,,UNKNOWN,0,CENTRAL,0,129,RESIDENTIAL,SUBURBAN,,,1997-09-24,
27-137-7015,,8819 OLD HGHY 169 MT. IRON,Mountain Iron,,27,137,7015,WGS84,47.535208,-92.622934,12,1.52,0,50,,UNKNOWN,1,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1999-10-01,2002-12-31
27-137-7016,,9055 PALM RD. VIRGINIA,Virginia,,27,137,7016,WGS84,47.639705,-92.633872,12,1.52,0,0,,UNKNOWN,1,CENTRAL,0,129,INDUSTRIAL,RURAL,,,1999-10-01,2002-12-31
27-137-7017,,HIBBING TACONITE NORTH SITE,,,27,137,7017,WGS84,47.450912,-93.009312,28,1,0,100,14,UNKNOWN,1,CENTRAL,0,129,INDUSTRIAL,RURAL,,,2002-12-01,
27-137-7018,,HIBBING TACONITE SOUTH SITE,,,27,137,7018,WGS84,47.449951,-93.009246,28,1,0,100,14,UNKNOWN,1,CENTRAL,0,129,INDUSTRIAL,RURAL,,,2002-12-01,
27-137-7548,,29 1/2 WEST LAKE STREET,Chisholm,,27,137,7548,WGS84,47.485763452,-92.880184915,27,0,0,460,,UNKNOWN,0,CENTRAL,2240,129,COMMERCIAL,URBAN AND CENTER CITY,,,1988-10-06,
27-137-7549,Michigan Street,1532 W. Michigan St.,Duluth,55806,27,137,7549,WGS84,46.7710700009413,-92.11732,12,1.52,0,204,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,200,2004,1994-01-02,
27-137-7550,U of M - Duluth,1202 EAST UNIVERSITY CIRCLE,Duluth,55812,27,137,7550,WGS84,46.8182600009412,-92.08936,12,1.52,0,351,,UNKNOWN,0,CENTRAL,2240,129,RESIDENTIAL,SUBURBAN,390,1002,1998-10-02,
27-137-7551,Lincoln Park School,2424 W 5TH ST,Duluth,55806,27,137,7551,WGS84,46.7664300009414,-92.13354,27,1.52,0,230,,UNKNOWN,0,CENTRAL,2240,129,RESIDENTIAL,SUBURBAN,270,1027,2000-01-01,
27-137-7554,Laura MacArthur School,720 North Central Avenue,Duluth,55807,27,137,7554,WGS84,46.7436571531727,-92.1659975412759,27,5,,196.3,8,MEAN SEA-LEVEL,5,CENTRAL,2240,129,RESIDENTIAL,SUBURBAN,3100,4014,2012-01-01,
27-137-7555,Waseca Road,Industrial Rd.,Duluth,55807,27,137,7555,WGS84,46.7293800009414,-92.15998,12,1.52,0,194,,UNKNOWN,0,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,320,1055,2001-07-30,
27-137-7570,,2626 COURTLAND ST.  WLSSD,Duluth,,27,137,7570,WGS84,46.757359,-92.126111,15,500,24000,602,14,MEAN SEA-LEVEL,500,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,2001-01-01,
